episode,total_reward,episode_steps,actor_loss,critic_loss,entropy_mean,value,target,advantage,mean_value,mean_target,mean_advantage,batch_size,total_raw_reward,entropy_mean_mean,entropy_mean_std,value_mean,value_min,value_max,prob_no_jump_mean,prob_jump_mean,selected_action_prob_mean
10,-147.0,10,-0.08270399272441864,0.4898301959037781,0.6931093335151672,0.10227315127849579,-8.34465012644614e-08,-0.10227322578430176,0.10227315127849579,-8.34465012644614e-08,-0.10227322578430176,10,-147.0,0.6931093335151672,1.013662858895259e-05,0.10227315127849579,0.006932403892278671,0.20542563498020172,0.5043103694915771,0.49568963050842285,0.49930334091186523
11,-157.0,16,-0.11188860237598419,0.5088647603988647,0.6930931210517883,0.15282955765724182,-8.270144462585449e-07,-0.1528303623199463,0.15282955765724182,-8.270144462585449e-07,-0.1528303623199463,16,-157.0,0.6930931806564331,1.2719552614726126e-05,0.15282955765724182,0.07121742516756058,0.26033905148506165,0.5051573514938354,0.49484264850616455,0.5011743307113647
12,-132.0,9,-0.08327210694551468,0.4438760280609131,0.6930925846099854,0.10287000983953476,-5.894237347092712e-07,-0.10287058353424072,0.10287000983953476,-5.894237347092712e-07,-0.10287058353424072,9,-132.0,0.6930925846099854,1.8687373085413128e-05,0.10286999493837357,0.07356815785169601,0.17778638005256653,0.5051472187042236,0.49485281109809875,0.49955669045448303
13,-160.0,15,-0.05739966779947281,0.47492533922195435,0.6930848956108093,0.06597103923559189,7.947286384535346e-09,-0.0659710168838501,0.06597103923559189,7.947286384535346e-09,-0.0659710168838501,15,-160.0,0.6930848956108093,1.8103315596817993e-05,0.06597103178501129,-0.009171477518975735,0.19179581105709076,0.5055210590362549,0.49447891116142273,0.4993346631526947
14,-131.0,12,-0.07590977847576141,0.4141083061695099,0.6930779814720154,0.0957087054848671,1.4404456294414558e-07,-0.09570855647325516,0.0957087054848671,1.4404456294414558e-07,-0.09570855647325516,12,-131.0,0.6930778622627258,2.1864969312446192e-05,0.0957087054848671,0.01137327030301094,0.18551556766033173,0.505808413028717,0.49419161677360535,0.5011670589447021
15,-134.0,11,-0.075943723320961,0.47699928283691406,0.6930563449859619,0.0905158743262291,-3.0886042168276617e-07,-0.09051617234945297,0.0905158743262291,-3.0886042168276617e-07,-0.09051617234945297,11,-134.0,0.6930562853813171,2.5736126190167852e-05,0.09051588177680969,0.011758298613131046,0.18111202120780945,0.506666898727417,0.49333304166793823,0.5008262991905212
16,-145.0,10,-0.0684453547000885,0.46634310483932495,0.6930440068244934,0.07904049754142761,-1.4543533097821637e-06,-0.0790419802069664,0.07904049754142761,-1.4543533097821637e-06,-0.0790419802069664,10,-145.0,0.6930440068244934,2.8881768230348825e-05,0.07904049754142761,0.013174153864383698,0.17553478479385376,0.5071080923080444,0.4928918778896332,0.4972452223300934
17,-149.0,10,-0.08368756622076035,0.4926691949367523,0.6930365562438965,0.09994826465845108,-5.781650429526053e-07,-0.09994884580373764,0.09994826465845108,-5.781650429526053e-07,-0.09994884580373764,10,-149.0,0.6930365562438965,4.262724542059004e-05,0.09994825720787048,0.015153855085372925,0.16846191883087158,0.5072916746139526,0.49270835518836975,0.4993421137332916
18,-149.0,10,-0.07458937168121338,0.5013823509216309,0.6929799318313599,0.0860709697008133,-5.781650429526053e-07,-0.08607153594493866,0.0860709697008133,-5.781650429526053e-07,-0.08607153594493866,10,-149.0,0.6929798722267151,5.587543637375347e-05,0.0860709697008133,-0.030008647590875626,0.19211259484291077,0.5090115666389465,0.49098843336105347,0.49981608986854553
19,-162.0,11,-0.07608857750892639,0.4760970175266266,0.6929686069488525,0.08568159490823746,1.0024417207432634e-07,-0.0856814831495285,0.08568159490823746,1.0024417207432634e-07,-0.0856814831495285,11,-162.0,0.6929686069488525,5.6781613238854334e-05,0.08568160235881805,0.020510852336883545,0.16090013086795807,0.5093039274215698,0.4906960427761078,0.4971267879009247
20,-183.0,15,-0.04075423628091812,0.46595823764801025,0.6929477453231812,0.0402526780962944,-1.2715658215256553e-07,-0.040252819657325745,0.0402526780962944,-1.2715658215256553e-07,-0.040252819657325745,15,-183.0,0.6929478049278259,7.883818034315482e-05,0.040252685546875,-0.03126572072505951,0.17175811529159546,0.5097896456718445,0.4902103841304779,0.4950316846370697
21,-132.0,9,-0.08238360285758972,0.4217572510242462,0.692897617816925,0.09721928089857101,9.209745712723816e-07,-0.09721836447715759,0.09721928089857101,9.209745712723816e-07,-0.09721836447715759,9,-132.0,0.692897617816925,7.803107291692868e-05,0.09721928834915161,0.008862825110554695,0.1553085595369339,0.5110023021697998,0.48899760842323303,0.4986840784549713
22,-151.0,11,-0.0744260922074318,0.44547128677368164,0.6928457617759705,0.0979316458106041,-4.1994181287918764e-07,-0.09793204814195633,0.0979316458106041,-4.1994181287918764e-07,-0.09793204814195633,11,-151.0,0.6928458213806152,8.794681343715638e-05,0.09793165326118469,-0.001028627622872591,0.15317776799201965,0.5121096968650818,0.4878902733325958,0.4986812472343445
23,-144.0,9,-0.07131018489599228,0.40762102603912354,0.6928379535675049,0.08548811078071594,1.3510385770132416e-06,-0.08548673987388611,0.08548811078071594,1.3510385770132416e-06,-0.08548673987388611,9,-144.0,0.6928378939628601,0.00010451030539115891,0.08548811078071594,-0.03788664564490318,0.14433103799819946,0.5122416019439697,0.48775842785835266,0.496271550655365
24,-131.0,10,-0.08148103207349777,0.4162086844444275,0.6927741169929504,0.09156950563192368,1.4066696394365863e-06,-0.09156809002161026,0.09156950563192368,1.4066696394365863e-06,-0.09156809002161026,10,-131.0,0.6927741765975952,0.00011499204265419394,0.09156949818134308,-0.020201515406370163,0.14915429055690765,0.5134519934654236,0.4865480065345764,0.5001686811447144
25,-134.0,10,-0.07511837780475616,0.41512927412986755,0.6927144527435303,0.07524990290403366,6.556510925292969e-07,-0.07524923980236053,0.07524990290403366,6.556510925292969e-07,-0.07524923980236053,10,-134.0,0.692714512348175,9.107578807743266e-05,0.07524991035461426,-0.03001815266907215,0.14230018854141235,0.5146135091781616,0.485386461019516,0.5023268461227417
26,-169.0,26,-0.05476675182580948,0.4867434501647949,0.6927821040153503,0.07191025465726852,5.226868893259962e-07,-0.07190976291894913,0.07191025465726852,5.226868893259962e-07,-0.07190976291894913,26,-169.0,0.6927820444107056,0.00012793658243026584,0.07191026955842972,-0.04576187580823898,0.14576812088489532,0.5133115649223328,0.48668843507766724,0.5038601160049438
27,-113.0,11,-0.05796822905540466,0.4850477874279022,0.6925972700119019,0.07376600056886673,5.269592406875745e-07,-0.07376544922590256,0.07376600056886673,5.269592406875745e-07,-0.07376544922590256,11,-113.0,0.6925973296165466,0.00011598123091971502,0.07376600801944733,-0.04961542785167694,0.14416031539440155,0.5164722800254822,0.4835277497768402,0.5103811025619507
28,-129.0,10,-0.1022881343960762,0.4206635057926178,0.6926230192184448,0.11269599199295044,1.5050172805786133e-06,-0.11269448697566986,0.11269599199295044,1.5050172805786133e-06,-0.11269448697566986,10,-129.0,0.6926231384277344,0.00020155734091531485,0.11269599199295044,-0.05746079236268997,0.1438216120004654,0.5158028602600098,0.48419713973999023,0.49955520033836365
29,-129.0,10,-0.09914497286081314,0.4318520426750183,0.6925262212753296,0.1044347733259201,2.4080277398752514e-06,-0.1044323667883873,0.1044347733259201,2.4080277398752514e-06,-0.1044323667883873,10,-129.0,0.6925262212753296,0.00021655907039530575,0.1044347733259201,-0.06538518518209457,0.14237822592258453,0.5172414779663086,0.48275861144065857,0.5000503063201904
30,-130.0,14,-0.0427035354077816,0.4549145996570587,0.6926749348640442,0.030358195304870605,2.7247838829680404e-07,-0.030357906594872475,0.030358195304870605,2.7247838829680404e-07,-0.030357906594872475,14,-130.0,0.6926748156547546,0.00020929062156938016,0.030358191579580307,-0.05552263930439949,0.1456475704908371,0.5150365233421326,0.48496344685554504,0.5046069025993347
31,-138.0,12,-0.015115054324269295,0.4439946413040161,0.6923925876617432,0.0017355730524286628,-3.2285848305946274e-07,-0.0017359057674184442,0.0017355730524286628,-3.2285848305946274e-07,-0.0017359057674184442,12,-138.0,0.6923925280570984,0.0001415017177350819,0.001735573634505272,-0.08097358793020248,0.1480543315410614,0.5193414092063904,0.48065856099128723,0.5036669373512268
32,-143.0,15,-0.062429580837488174,0.45117491483688354,0.6924892663955688,0.06961777061223984,-8.583068620282575e-07,-0.06961862742900848,0.06961777061223984,-8.583068620282575e-07,-0.06961862742900848,15,-143.0,0.6924892067909241,0.00030161550967022777,0.06961777806282043,-0.08720064163208008,0.15032128989696503,0.517630398273468,0.4823695719242096,0.4996851980686188
33,-142.0,15,-0.0473855696618557,0.4317794740200043,0.6923564076423645,0.05068206042051315,1.1046727195207495e-06,-0.05068095400929451,0.05068206042051315,1.1046727195207495e-06,-0.05068095400929451,15,-142.0,0.6923563480377197,0.0003106041403952986,0.050682056695222855,-0.09305622428655624,0.15156780183315277,0.5193977952003479,0.4806022047996521,0.4947156310081482
34,-171.0,15,-0.011075301095843315,0.4471611976623535,0.69232177734375,0.012115132063627243,1.6053517128966632e-06,-0.012113559059798717,0.012115132063627243,1.6053517128966632e-06,-0.012113559059798717,15,-171.0,0.6923218369483948,0.00027555006090551615,0.012115131132304668,-0.09910215437412262,0.15224723517894745,0.5199652314186096,0.48003479838371277,0.4910784959793091
35,-145.0,11,-0.11705894768238068,0.4602739214897156,0.6922048926353455,0.12390659004449844,9.563835874359938e-07,-0.12390568107366562,0.12390659004449844,9.563835874359938e-07,-0.12390568107366562,11,-145.0,0.6922048926353455,0.0004421407065819949,0.12390660494565964,0.02712925709784031,0.15255020558834076,0.5209077596664429,0.47909224033355713,0.5071361064910889
36,-123.0,16,-0.05593225359916687,0.44002893567085266,0.6921762228012085,0.05764332041144371,-5.21540641784668e-07,-0.05764384567737579,0.05764332041144371,-5.21540641784668e-07,-0.05764384567737579,16,-123.0,0.6921762228012085,0.00037289876490831375,0.05764332041144371,-0.11049642413854599,0.1524166464805603,0.5215339064598083,0.47846609354019165,0.5106976628303528
37,-137.0,15,-0.05653193220496178,0.49045470356941223,0.6922642588615417,0.05290902033448219,-1.2477238442443195e-06,-0.05291029438376427,0.05290902033448219,-1.2477238442443195e-06,-0.05291029438376427,15,-137.0,0.6922642588615417,0.00042482465505599976,0.052909016609191895,-0.06952853500843048,0.1512710005044937,0.5204440951347351,0.4795559048652649,0.5019514560699463
38,-144.0,15,-0.04425811767578125,0.4564063847064972,0.6922105550765991,0.03681204468011856,9.258588420379965e-07,-0.03681109845638275,0.03681204468011856,9.258588420379965e-07,-0.03681109845638275,15,-144.0,0.6922106146812439,0.00046831657527945936,0.03681204095482826,-0.07103576511144638,0.1485004723072052,0.5210109353065491,0.4789890646934509,0.5025918483734131
39,-182.0,10,-0.01776689663529396,0.44350332021713257,0.6918631792068481,-0.007883816957473755,3.9339064983323624e-07,0.007884216494858265,-0.007883816957473755,3.9339064983323624e-07,0.007884216494858265,10,-182.0,0.6918631792068481,0.00047980237286537886,-0.007883818820118904,-0.07256262004375458,0.14501075446605682,0.524795651435852,0.47520437836647034,0.4845486581325531
40,-127.0,11,-0.028758835047483444,0.42403271794319153,0.6921605467796326,-0.0003370566410012543,5.201860062697961e-07,0.0003376007080078125,-0.0003370566410012543,5.201860062697961e-07,0.0003376007080078125,11,-127.0,0.6921605467796326,0.000430400570621714,-0.00033705614623613656,-0.07381870597600937,0.14185036718845367,0.5217156410217285,0.4782843589782715,0.5087791681289673
41,-118.0,16,-0.029032330960035324,0.5334075689315796,0.6915603280067444,0.004297633655369282,1.7881393432617188e-07,-0.00429747998714447,0.004297633655369282,1.7881393432617188e-07,-0.00429747998714447,16,-118.0,0.6915603280067444,0.0003902750904671848,0.004297633655369282,-0.12997771799564362,0.13946568965911865,0.5279275178909302,0.4720725417137146,0.5155074596405029
42,-140.0,16,-0.036297477781772614,0.4584060609340668,0.6916342377662659,0.04293752834200859,-5.960464477539063e-08,-0.04293757677078247,0.04293752834200859,-5.960464477539063e-08,-0.04293757677078247,16,-140.0,0.6916342377662659,0.00052592100109905,0.04293752834200859,-0.13106635212898254,0.13517019152641296,0.5270588994026184,0.4729410707950592,0.5162519216537476
43,-148.0,10,-0.07687799632549286,0.4247097074985504,0.6911394000053406,0.0768846720457077,1.8477439311936905e-07,-0.07688453048467636,0.0768846720457077,1.8477439311936905e-07,-0.07688453048467636,10,-148.0,0.6911394596099854,0.0005475859506987035,0.0768846720457077,0.006861821748316288,0.13265736401081085,0.5312827825546265,0.4687172472476959,0.5043580532073975
44,-139.0,16,-0.008478932082653046,0.44806674122810364,0.6917149424552917,-0.02435610443353653,2.682209014892578e-07,0.024356350302696228,-0.02435610443353653,2.682209014892578e-07,0.024356350302696228,16,-139.0,0.691714882850647,0.0005883753765374422,-0.02435610257089138,-0.13545101881027222,0.13356731832027435,0.52613365650177,0.4738663136959076,0.5027251839637756
45,-122.0,11,-0.06940928846597672,0.38500672578811646,0.6908848881721497,0.048048779368400574,2.817673987465241e-07,-0.0480484738945961,0.048048779368400574,2.817673987465241e-07,-0.0480484738945961,11,-122.0,0.6908848881721497,0.0006417773547582328,0.048048779368400574,-0.13718311488628387,0.13330824673175812,0.5330688953399658,0.46693113446235657,0.5061793923377991
46,-133.0,17,-0.01572585478425026,0.4244435727596283,0.6914471983909607,-0.0027311781886965036,-6.240957191039342e-07,0.0027305379044264555,-0.0027311781886965036,-6.240957191039342e-07,0.0027305379044264555,17,-133.0,0.6914471983909607,0.0007999621448107064,-0.0027311781886965036,-0.14023558795452118,0.13312570750713348,0.5282114744186401,0.47178858518600464,0.5106043815612793
47,-141.0,14,-0.021337635815143585,0.47090858221054077,0.6910792589187622,0.03204231336712837,6.301062285274384e-07,-0.03204166889190674,0.03204231336712837,6.301062285274384e-07,-0.03204166889190674,14,-141.0,0.6910792589187622,0.0008902068948373199,0.03204232081770897,-0.14309948682785034,0.13363412022590637,0.5312355756759644,0.46876445412635803,0.5097957253456116
48,-129.0,10,-0.08265387266874313,0.40822547674179077,0.6908233165740967,0.06150583177804947,-1.1742115475499304e-06,-0.06150703504681587,0.06150583177804947,-1.1742115475499304e-06,-0.06150703504681587,10,-129.0,0.6908232569694519,0.0010023362701758742,0.06150583550333977,-0.0910743996500969,0.1334473192691803,0.5331224203109741,0.46687760949134827,0.5084642767906189
49,-144.0,10,-0.029253046959638596,0.40361151099205017,0.6903066635131836,0.02222740463912487,1.8179416372277046e-07,-0.02222721092402935,0.02222740463912487,1.8179416372277046e-07,-0.02222721092402935,10,-144.0,0.690306544303894,0.0006500193267129362,0.022227410227060318,-0.14837053418159485,0.1349315494298935,0.5373857021331787,0.4626142978668213,0.49256643652915955
50,-131.0,10,-0.07820665091276169,0.411449670791626,0.6907616853713989,0.06291253119707108,-2.712011450967111e-07,-0.06291278451681137,0.06291253119707108,-2.712011450967111e-07,-0.06291278451681137,10,-131.0,0.6907616853713989,0.0011417337227612734,0.06291252374649048,-0.09762588888406754,0.13652127981185913,0.5334212779998779,0.46657878160476685,0.4990461766719818
51,-142.0,9,-0.09193524718284607,0.38671717047691345,0.6902222037315369,0.06547988951206207,2.1391444988694275e-06,-0.06547774374485016,0.06547988951206207,2.1391444988694275e-06,-0.06547774374485016,9,-142.0,0.6902221441268921,0.0011777675244957209,0.06547988951206207,-0.10113469511270523,0.1376991868019104,0.5372187495231628,0.46278131008148193,0.48845162987709045
52,-133.0,11,-0.07303804159164429,0.40909871459007263,0.689911425113678,0.034482039511203766,-3.224069473617419e-07,-0.034482430666685104,0.034482039511203766,-3.224069473617419e-07,-0.034482430666685104,11,-133.0,0.689911425113678,0.00125990086235106,0.034482039511203766,-0.10500897467136383,0.13991676270961761,0.5391515493392944,0.46084845066070557,0.5103515982627869
53,-119.0,10,-0.0670982226729393,0.44988012313842773,0.6900284290313721,0.07421767711639404,-7.092952500897809e-07,-0.07421837002038956,0.07421767711639404,-7.092952500897809e-07,-0.07421837002038956,10,-119.0,0.6900283694267273,0.0014386681141331792,0.07421767711639404,-0.10910658538341522,0.1439184844493866,0.5381641387939453,0.46183592081069946,0.5190037488937378
54,-150.0,10,-0.07392141968011856,0.4141313433647156,0.6898175477981567,0.07457679510116577,-2.74181360282455e-07,-0.07457707822322845,0.07457679510116577,-2.74181360282455e-07,-0.07457707822322845,10,-150.0,0.6898175477981567,0.0015410970663651824,0.07457678765058517,-0.11273862421512604,0.14610843360424042,0.5394195318222046,0.460580438375473,0.5055793523788452
55,-161.0,10,-0.08777067065238953,0.45361796021461487,0.6908167600631714,0.08049587905406952,-2.384185791015625e-07,-0.08049611002206802,0.08049587905406952,-2.384185791015625e-07,-0.08049611002206802,10,-161.0,0.6908167600631714,0.001300388714298606,0.08049587905406952,-0.1633773297071457,0.14911769330501556,0.5325208902359009,0.46747907996177673,0.489016056060791
56,-127.0,11,-0.029832368716597557,0.4414816200733185,0.6894189715385437,-0.0222549457103014,-1.1162323971802834e-06,0.022253848612308502,-0.0222549457103014,-1.1162323971802834e-06,0.022253848612308502,11,-127.0,0.6894189715385437,0.0009454241371713579,-0.02225494384765625,-0.16604343056678772,0.15218499302864075,0.5428134202957153,0.4571864902973175,0.5147221088409424
57,-147.0,9,-0.029418522492051125,0.3809528946876526,0.6893279552459717,0.07937315106391907,2.980232238769531e-07,-0.07937287539243698,0.07937315106391907,2.980232238769531e-07,-0.07937287539243698,9,-147.0,0.6893279552459717,0.0019248923053964972,0.07937315851449966,-0.021074648946523666,0.15528570115566254,0.5419911742210388,0.4580088257789612,0.4992577135562897
58,-142.0,10,-0.0934811532497406,0.3683435022830963,0.6889057755470276,0.07509589940309525,1.0251999356114538e-06,-0.07509486377239227,0.07509589940309525,1.0251999356114538e-06,-0.07509486377239227,10,-142.0,0.6889057755470276,0.001744797802530229,0.07509590685367584,-0.17023712396621704,0.15966171026229858,0.5446606874465942,0.45533937215805054,0.5036781430244446
59,-139.0,10,-0.08425428718328476,0.39660027623176575,0.6890951991081238,0.07867012917995453,2.646446318976814e-06,-0.07866746932268143,0.07867012917995453,2.646446318976814e-06,-0.07866746932268143,10,-139.0,0.6890952587127686,0.0020839388016611338,0.07867012917995453,-0.13132911920547485,0.16529953479766846,0.5432609915733337,0.45673903822898865,0.4952511787414551
60,-124.0,11,-0.005247263237833977,0.42812034487724304,0.6898013949394226,-0.03819989413022995,1.5713952450369106e-07,0.03820004314184189,-0.03819989413022995,1.5713952450369106e-07,0.03820004314184189,11,-124.0,0.6898014545440674,0.0017450845334678888,-0.03819989785552025,-0.13505761325359344,0.1714727282524109,0.5395347476005554,0.4604652523994446,0.5125327110290527
61,-142.0,9,-0.11696553975343704,0.3962201774120331,0.6881662011146545,0.11140432953834534,7.020102543719986e-07,-0.11140359938144684,0.11140432953834534,7.020102543719986e-07,-0.11140359938144684,9,-142.0,0.6881661415100098,0.002161421114578843,0.11140431463718414,-0.18086525797843933,0.17730192840099335,0.5481762290000916,0.45182377099990845,0.48165974020957947
62,-121.0,11,-0.10038018226623535,0.44739800691604614,0.6870125532150269,0.08430451899766922,1.1920928955078125e-07,-0.08430436253547668,0.08430451899766922,1.1920928955078125e-07,-0.08430436253547668,11,-121.0,0.6870125532150269,0.002048051217570901,0.08430451154708862,-0.142368882894516,0.18277935683727264,0.5541235208511353,0.4458763301372528,0.5375151038169861
63,-126.0,16,0.00047691212967038155,0.47794708609580994,0.6888774633407593,-0.05889309197664261,2.868473529815674e-07,0.05889338627457619,-0.05889309197664261,2.868473529815674e-07,0.05889338627457619,16,-126.0,0.6888774633407593,0.0020221592858433723,-0.05889309570193291,-0.1870158612728119,0.18713611364364624,0.5446478128433228,0.45535215735435486,0.5093481540679932
64,-135.0,11,-0.032404616475105286,0.4380437731742859,0.6884780526161194,-0.03866343945264816,-1.0837208463954084e-07,0.0386633537709713,-0.03866343945264816,-1.0837208463954084e-07,0.0386633537709713,11,-135.0,0.6884779334068298,0.0022545719984918833,-0.03866343945264816,-0.14938683807849884,0.1908210813999176,0.5468109250068665,0.45318907499313354,0.5087198615074158
65,-122.0,16,-0.021813401952385902,0.44023361802101135,0.688499391078949,-0.03212621062994003,-2.980232238769531e-07,0.032125912606716156,-0.03212621062994003,-2.980232238769531e-07,0.032125912606716156,16,-122.0,0.6884993314743042,0.002301823580637574,-0.03212621062994003,-0.18875251710414886,0.19431231915950775,0.5464684963226318,0.45353156328201294,0.5208702087402344
66,-152.0,11,0.017718108370900154,0.4453042149543762,0.6875208020210266,-0.03911146894097328,7.260929351105005e-07,0.03911222517490387,-0.03911146894097328,7.260929351105005e-07,0.03911222517490387,11,-152.0,0.6875208020210266,0.0027665048837661743,-0.03911146521568298,-0.15568390488624573,0.19762587547302246,0.5510973930358887,0.4489026367664337,0.48298949003219604
67,-143.0,10,-0.035118523985147476,0.3802954852581024,0.6877278685569763,0.04103447496891022,1.2457370530682965e-06,-0.04103320464491844,0.04103447496891022,1.2457370530682965e-06,-0.04103320464491844,10,-143.0,0.6877278685569763,0.002658901968970895,0.04103447124361992,-0.18879695236682892,0.2007569521665573,0.5498323440551758,0.4501676559448242,0.4899354577064514
68,-135.0,9,-0.12029306590557098,0.362627238035202,0.6866512298583984,0.11863173544406891,-4.106097719613899e-07,-0.11863214522600174,0.11863173544406891,-4.106097719613899e-07,-0.11863214522600174,9,-135.0,0.6866512298583984,0.003168986178934574,0.1186317503452301,-0.16141532361507416,0.20392991602420807,0.5551345348358154,0.4448654353618622,0.49965089559555054
69,-133.0,12,-0.05460367724299431,0.4596826732158661,0.6860852241516113,0.00395218888297677,-1.0331472140023834e-06,-0.003953223582357168,0.00395218888297677,-1.0331472140023834e-06,-0.003953223582357168,12,-133.0,0.6860852241516113,0.00300206639803946,0.003952189348638058,-0.1647484004497528,0.2076355516910553,0.5577314496040344,0.4422685205936432,0.5174319744110107
70,-136.0,11,-0.04287751391530037,0.4090503454208374,0.6855029463768005,0.01983337290585041,4.5516273416978947e-07,-0.019832909107208252,0.01983337290585041,4.5516273416978947e-07,-0.019832909107208252,11,-136.0,0.6855029463768005,0.002648402936756611,0.01983337476849556,-0.1922370195388794,0.21116884052753448,0.5603487491607666,0.439651221036911,0.5003969669342041
71,-133.0,9,-0.16335949301719666,0.3535793423652649,0.6843955516815186,0.1130932942032814,-8.311536703331512e-07,-0.11309414356946945,0.1130932942032814,-8.311536703331512e-07,-0.11309414356946945,9,-133.0,0.6843955516815186,0.0036493162624537945,0.1130932942032814,-0.1933043897151947,0.21488887071609497,0.5638712048530579,0.43612876534461975,0.5167105197906494
72,-123.0,15,-0.04740507900714874,0.5357223749160767,0.6860948204994202,0.04367570951581001,-6.039937261448358e-07,-0.043676238507032394,0.04367570951581001,-6.039937261448358e-07,-0.043676238507032394,15,-123.0,0.6860948801040649,0.003917299676686525,0.04367570951581001,-0.19561947882175446,0.21856585144996643,0.5567914247512817,0.44320857524871826,0.5094382762908936
73,-154.0,11,-0.010462583974003792,0.42108213901519775,0.6862090229988098,-0.009585394524037838,7.423487318192201e-07,0.009586128406226635,-0.009585394524037838,7.423487318192201e-07,0.009586128406226635,11,-154.0,0.686208963394165,0.0034838165156543255,-0.009585392661392689,-0.17394918203353882,0.21970921754837036,0.5568998456001282,0.4431001543998718,0.49571192264556885
74,-134.0,10,-0.14888237416744232,0.43638819456100464,0.6826424598693848,0.06517859548330307,8.910894280234061e-07,-0.06517767161130905,0.06517859548330307,8.910894280234061e-07,-0.06517767161130905,10,-134.0,0.6826425790786743,0.004294396378099918,0.06517860293388367,-0.17545723915100098,0.22087493538856506,0.5703439116477966,0.4296560287475586,0.5127809047698975
75,-140.0,10,-0.18026617169380188,0.41563495993614197,0.6828414797782898,0.1411517709493637,-1.7881394143159923e-08,-0.1411518007516861,0.1411517709493637,-1.7881394143159923e-08,-0.1411518007516861,10,-140.0,0.6828415393829346,0.005266272928565741,0.1411517709493637,-0.20170950889587402,0.2215680181980133,0.5679529309272766,0.4320470690727234,0.5270684957504272
