episode,total_reward,episode_steps,actor_loss_mean,actor_loss_std,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_std,critic_loss_min,critic_loss_max,td_error_mean,td_error_abs_mean,td_error_std,td_error_min,td_error_max,advantage_mean,advantage_abs_mean,advantage_std,advantage_min,advantage_max,entropy_mean_mean,entropy_mean_std,value_mean,value_min,value_max,next_value_mean,next_value_min,next_value_max,target_mean,target_min,target_max
12,-144.0,11,-0.0604071170091629,0.13290740549564362,-0.36744099855422974,0.13085341453552246,0.022083379328250885,0.04439118877053261,8.034276106627658e-05,0.15330305695533752,-0.08080782741308212,0.13666780292987823,0.1940021961927414,-0.553720235824585,0.1736556887626648,-0.08080782741308212,0.13666780292987823,0.1940021961927414,-0.553720235824585,0.1736556887626648,0.691662073135376,0.001305849407799542,-0.37069302797317505,-0.5693892240524292,-0.3131754994392395,-0.33050695061683655,-0.5665372610092163,0.0,-0.45150086283683777,-1.0,-0.2671990990638733
13,-131.0,15,-0.03559855371713638,0.12368981540203094,-0.3918801248073578,0.12844648957252502,0.015116824768483639,0.03575844690203667,0.0002047602174570784,0.13905401527881622,-0.039820101112127304,0.10192116349935532,0.1692572385072708,-0.5273594856262207,0.172753244638443,-0.039820101112127304,0.10192116349935532,0.1692572385072708,-0.5273594856262207,0.172753244638443,0.6920651793479919,0.0010041454806923866,-0.38610410690307617,-0.5935013890266418,-0.34046483039855957,-0.34906280040740967,-0.5921069383621216,0.0,-0.42592427134513855,-1.0,-0.3209848701953888
14,-142.0,14,-0.04252759739756584,0.11387520283460617,-0.3373042643070221,0.10739582777023315,0.015337345190346241,0.03364134207367897,0.00022323962184600532,0.1269141137599945,-0.05279283970594406,0.10945750772953033,0.1669958233833313,-0.5038136839866638,0.15613603591918945,-0.05279283970594406,0.10945750772953033,0.1669958233833313,-0.5038136839866638,0.15613603591918945,0.6917838454246521,0.0013826482463628054,-0.48067450523376465,-0.6096399426460266,-0.3406400978565216,-0.44540074467658997,-0.6087116599082947,0.0,-0.5334673523902893,-1.0,-0.318344384431839
15,-152.0,10,-0.06063442304730415,0.10807956755161285,-0.26345255970954895,0.14102764427661896,0.016287337988615036,0.02506154403090477,0.00041005059028975666,0.07738929241895676,-0.07530651241540909,0.13197341561317444,0.16402319073677063,-0.393419086933136,0.22580230236053467,-0.07530651241540909,0.13197341561317444,0.16402319073677063,-0.393419086933136,0.22580230236053467,0.6910568475723267,0.0014657594729214907,-0.5686796307563782,-0.632795512676239,-0.3616011142730713,-0.5072022080421448,-0.6298269033432007,0.0,-0.6439861059188843,-1.0,-0.3715698719024658
16,-157.0,10,-0.07435394078493118,0.1667075902223587,-0.3189188539981842,0.15901218354701996,0.029414210468530655,0.029296597465872765,0.00019326065375935286,0.08572090417146683,-0.09105857461690903,0.20208998024463654,0.22480382025241852,-0.41405531764030457,0.21137571334838867,-0.09105857461690903,0.20208998024463654,0.22480382025241852,-0.41405531764030457,0.21137571334838867,0.6908090710639954,0.0015262020751833916,-0.43632039427757263,-0.6535313725471497,-0.3220058083534241,-0.3818339705467224,-0.6509748697280884,0.0,-0.5273789763450623,-1.0,-0.2762264311313629
17,-120.0,9,-0.048644695430994034,0.11059732735157013,-0.304259717464447,0.0764542743563652,0.015869371592998505,0.030889932066202164,0.0004406303050927818,0.1023632287979126,-0.05745907500386238,0.12892180681228638,0.1686333268880844,-0.45246708393096924,0.13782620429992676,-0.05745907500386238,0.12892180681228638,0.1686333268880844,-0.45246708393096924,0.13782620429992676,0.6910394430160522,0.0018700513755902648,-0.5545640587806702,-0.6584103107452393,-0.4235451817512512,-0.4934946298599243,-0.6570768356323242,0.0,-0.612023115158081,-1.0,-0.4124957025051117
18,-146.0,15,-0.033980127424001694,0.11924019455909729,-0.297153115272522,0.1249377578496933,0.015749983489513397,0.023587174713611603,0.00023714295821264386,0.09842567145824432,-0.0358891487121582,0.14144961535930634,0.17381581664085388,-0.4436793327331543,0.18409112095832825,-0.0358891487121582,0.14144961535930634,0.17381581664085388,-0.4436793327331543,0.18409112095832825,0.6903318166732788,0.0019248591270297766,-0.5354645848274231,-0.6801169514656067,-0.3926037549972534,-0.48868080973625183,-0.6598309874534607,0.0,-0.5713537931442261,-1.0,-0.3459872305393219
19,-155.0,9,-0.06783133000135422,0.13139890134334564,-0.32033571600914,0.11852997541427612,0.01847466453909874,0.0301201194524765,0.0002661813923623413,0.09134159237146378,-0.07768721133470535,0.13513082265853882,0.1758238524198532,-0.42741453647613525,0.17156898975372314,-0.07768721133470535,0.13513082265853882,0.1758238524198532,-0.42741453647613525,0.17156898975372314,0.6890223622322083,0.0020015453919768333,-0.5878430008888245,-0.6917522549629211,-0.4357670247554779,-0.5085648894309998,-0.679779052734375,0.0,-0.6655301451683044,-1.0,-0.4126940369606018
20,-130.0,11,-0.04628835618495941,0.11673607677221298,-0.2732881009578705,0.11281592398881912,0.013638079166412354,0.01776796020567417,0.00028864885098300874,0.05553143098950386,-0.04626261070370674,0.12949348986148834,0.15854313969612122,-0.3332609534263611,0.1649634838104248,-0.04626261070370674,0.12949348986148834,0.15854313969612122,-0.3332609534263611,0.1649634838104248,0.6891119480133057,0.00311425537802279,-0.6356757879257202,-0.7255921959877014,-0.46756818890571594,-0.5811923146247864,-0.7223566174507141,0.0,-0.6819384098052979,-1.0,-0.41250598430633545
21,-125.0,10,-0.05056660249829292,0.13723060488700867,-0.26201319694519043,0.15174955129623413,0.021838093176484108,0.02591351419687271,0.00028918113093823195,0.07396666705608368,-0.05032585188746452,0.16280871629714966,0.20283859968185425,-0.3846210241317749,0.28251731395721436,-0.05032585188746452,0.16280871629714966,0.20283859968185425,-0.3846210241317749,0.28251731395721436,0.6889883279800415,0.003820174839347601,-0.5280296206474304,-0.7289572954177856,-0.46509599685668945,-0.46737679839134216,-0.7285701036453247,0.0,-0.5783554911613464,-1.0,-0.4164176881313324
22,-111.0,10,-0.02524716593325138,0.11725600808858871,-0.24775445461273193,0.0860939547419548,0.015494132414460182,0.02316676452755928,0.0004987225984223187,0.06991983950138092,-0.018712570890784264,0.13374951481819153,0.1750374436378479,-0.37395143508911133,0.1446223258972168,-0.018712570890784264,0.13374951481819153,0.1750374436378479,-0.37395143508911133,0.1446223258972168,0.6852997541427612,0.006397948134690523,-0.65897136926651,-0.7443535923957825,-0.487721711397171,-0.5842102766036987,-0.7200887203216553,0.0,-0.67768394947052,-1.0,-0.43252047896385193
23,-140.0,14,-0.03526940941810608,0.1100618839263916,-0.2525128722190857,0.16535766422748566,0.011556229554116726,0.015019056387245655,0.0003134060534648597,0.041896186769008636,-0.028624186292290688,0.11420994251966476,0.14930878579616547,-0.2894691228866577,0.27278560400009155,-0.028624186292290688,0.11420994251966476,0.14930878579616547,-0.2894691228866577,0.27278560400009155,0.6845594644546509,0.006769442930817604,-0.6177079081535339,-0.758703351020813,-0.5009936690330505,-0.563228964805603,-0.7542096376419067,0.0,-0.6463322043418884,-1.0,-0.47617220878601074
24,-131.0,10,-0.04535375162959099,0.10879237204790115,-0.25840669870376587,0.10642323642969131,0.01013121847063303,0.013765471987426281,0.0005101079004816711,0.042095668613910675,-0.0366196371614933,0.1120973601937294,0.13755522668361664,-0.2901574373245239,0.14862403273582458,-0.0366196371614933,0.1120973601937294,0.13755522668361664,-0.2901574373245239,0.14862403273582458,0.6792410016059875,0.009489636868238449,-0.6950305104255676,-0.7531412243843079,-0.5269794464111328,-0.61922687292099,-0.7525458931922913,0.0,-0.7316500544548035,-1.0,-0.4709525406360626
25,-129.0,10,-0.038309819996356964,0.10485996305942535,-0.25938406586647034,0.11356136202812195,0.009680491872131824,0.015991073101758957,0.00011222190369153395,0.05169935151934624,-0.03420451655983925,0.10000213235616684,0.1348741501569748,-0.3215566873550415,0.15334808826446533,-0.03420451655983925,0.10000213235616684,0.1348741501569748,-0.3215566873550415,0.15334808826446533,0.677018940448761,0.01336758490651846,-0.6840823888778687,-0.7723861932754517,-0.5138797163963318,-0.6075122952461243,-0.7708741426467896,0.0,-0.71828693151474,-1.0,-0.45799562335014343
26,-135.0,9,-0.0554145947098732,0.09010400623083115,-0.2567320466041565,0.03702858090400696,0.0088264849036932,0.015272943302989006,0.0001939884532475844,0.048896994441747665,-0.056745801120996475,0.09514299035072327,0.12013693898916245,-0.31272029876708984,0.054814279079437256,-0.056745801120996475,0.09514299035072327,0.12013693898916245,-0.31272029876708984,0.054814279079437256,0.6708244681358337,0.014936083927750587,-0.7158812880516052,-0.8041607737541199,-0.5310370922088623,-0.6418836116790771,-0.8013132214546204,0.0,-0.7726271152496338,-1.0,-0.6033422946929932
27,-133.0,9,-0.038955509662628174,0.1004854068160057,-0.19321000576019287,0.14426957070827484,0.013294837437570095,0.017596280202269554,0.00040386433829553425,0.05286696180701256,-0.03765294328331947,0.12411567568778992,0.15865664184093475,-0.32516753673553467,0.26130878925323486,-0.03765294328331947,0.12411567568778992,0.15865664184093475,-0.32516753673553467,0.26130878925323486,0.6638280749320984,0.017534535378217697,-0.7290591597557068,-0.8092318773269653,-0.5655232667922974,-0.638076663017273,-0.7723071575164795,0.0,-0.7667121887207031,-1.0,-0.5479230880737305
28,-132.0,9,-0.04251120612025261,0.11546578258275986,-0.2658178210258484,0.12638895213603973,0.012802536599338055,0.017007095739245415,0.00038193826912902296,0.048453669995069504,-0.035155754536390305,0.12506604194641113,0.15610620379447937,-0.3112994432449341,0.16673505306243896,-0.035155754536390305,0.12506604194641113,0.15610620379447937,-0.3112994432449341,0.16673505306243896,0.6631990075111389,0.01880532316863537,-0.7230433821678162,-0.82291179895401,-0.5878636837005615,-0.6304457783699036,-0.7810572981834412,0.0,-0.7581990957260132,-1.0,-0.530085563659668
29,-99.0,9,-0.02411940135061741,0.11188783496618271,-0.2613493800163269,0.15590980648994446,0.012737996876239777,0.017055392265319824,0.0005669069942086935,0.045952796936035156,0.0010016759624704719,0.12341395765542984,0.1596088707447052,-0.30315935611724854,0.28796201944351196,0.0010016759624704719,0.12341395765542984,0.1596088707447052,-0.30315935611724854,0.28796201944351196,0.6644488573074341,0.025677597150206566,-0.7089213728904724,-0.8333434462547302,-0.5612128973007202,-0.6164119839668274,-0.7895367741584778,0.0,-0.707919716835022,-1.0,-0.513700008392334
30,-123.0,10,-0.02109319344162941,0.129003643989563,-0.25878262519836426,0.18915370106697083,0.0158789474517107,0.018135936930775642,0.00033585919300094247,0.0460030622780323,-0.024886315688490868,0.14128144085407257,0.17646123468875885,-0.3033251166343689,0.27459943294525146,-0.024886315688490868,0.14128144085407257,0.17646123468875885,-0.3033251166343689,0.27459943294525146,0.6653905510902405,0.023385299369692802,-0.6170218586921692,-0.8277990221977234,-0.5297731757164001,-0.5349569320678711,-0.7783579230308533,0.0,-0.6419082283973694,-1.0,-0.5046685934066772
31,-128.0,11,-0.037942301481962204,0.09472065418958664,-0.25185641646385193,0.0791672021150589,0.008411857299506664,0.011274653486907482,0.0005424520932137966,0.03975506126880646,-0.023077277466654778,0.10501772910356522,0.12763680517673492,-0.2819753885269165,0.15637898445129395,-0.023077277466654778,0.10501772910356522,0.12763680517673492,-0.2819753885269165,0.15637898445129395,0.656001627445221,0.029426883906126022,-0.7152719497680664,-0.8161846995353699,-0.5711101293563843,-0.6412222385406494,-0.8134890198707581,0.0,-0.738349199295044,-1.0,-0.5148462057113647
32,-123.0,9,-0.050092894583940506,0.07618355751037598,-0.1944151371717453,0.027231326326727867,0.0078894579783082,0.012746265158057213,0.00017444515833631158,0.040895309299230576,-0.046786028891801834,0.09364797174930573,0.11657607555389404,-0.2859905958175659,0.0926024317741394,-0.046786028891801834,0.09364797174930573,0.11657607555389404,-0.2859905958175659,0.0926024317741394,0.6392536163330078,0.027896836400032043,-0.7281944751739502,-0.7748028039932251,-0.6226212978363037,-0.6580555438995361,-0.7739883661270142,0.0,-0.7749805450439453,-1.0,-0.6039426922798157
33,-134.0,11,-0.03968662768602371,0.10821385681629181,-0.22744911909103394,0.14254222810268402,0.008221101947128773,0.007799739483743906,0.00047479881322942674,0.022903049364686012,-0.02395106479525566,0.1114780381321907,0.12597043812274933,-0.21402359008789062,0.17592638731002808,-0.02395106479525566,0.1114780381321907,0.12597043812274933,-0.21402359008789062,0.17592638731002808,0.6423960328102112,0.036780957132577896,-0.7383745312690735,-0.8453805446624756,-0.6447852849960327,-0.6603168845176697,-0.8446037769317627,0.0,-0.762325644493103,-1.0,-0.5886968374252319
34,-134.0,18,-0.03026975505053997,0.08213378489017487,-0.24227844178676605,0.12646101415157318,0.006169365718960762,0.009218292310833931,0.00040176312904804945,0.03419165685772896,-0.020828191190958023,0.08717748522758484,0.10910964757204056,-0.2615020275115967,0.16723883152008057,-0.020828191190958023,0.08717748522758484,0.10910964757204056,-0.2615020275115967,0.16723883152008057,0.6524881720542908,0.03741704672574997,-0.6828290224075317,-0.7765476703643799,-0.5984181761741638,-0.6486729979515076,-0.7746318578720093,0.0,-0.703657329082489,-1.0,-0.5515700578689575
35,-150.0,10,-0.05324997380375862,0.09089944511651993,-0.21741695702075958,0.10128619521856308,0.004753095097839832,0.004911953117698431,0.0005627120845019817,0.014621244743466377,-0.04025376960635185,0.0838700383901596,0.08880215883255005,-0.17100435495376587,0.11725252866744995,-0.04025376960635185,0.0838700383901596,0.08880215883255005,-0.17100435495376587,0.11725252866744995,0.62200528383255,0.04980067163705826,-0.7902148962020874,-0.8821001052856445,-0.6782148480415344,-0.7015141248703003,-0.881041407585144,0.0,-0.8304687738418579,-1.0,-0.7513644695281982
36,-136.0,15,-0.04418313503265381,0.09447416663169861,-0.223540797829628,0.0817154049873352,0.004510813858360052,0.005375837907195091,0.0004810698446817696,0.016829781234264374,-0.01749821938574314,0.0796133279800415,0.09335651248693466,-0.18346542119979858,0.106467604637146,-0.01749821938574314,0.0796133279800415,0.09335651248693466,-0.18346542119979858,0.106467604637146,0.6153963804244995,0.06027575209736824,-0.7773262858390808,-0.8949426412582397,-0.7006135582923889,-0.7259359359741211,-0.8942543864250183,0.0,-0.7948246002197266,-1.0,-0.6695951819419861
37,-111.0,25,-0.01310777198523283,0.07443617284297943,-0.26001524925231934,0.1300961971282959,0.005207204259932041,0.009081671945750713,6.708950763822941e-07,0.03788832575082779,0.007964713498950005,0.07501854747533798,0.10173972696065903,-0.2752755880355835,0.16153675317764282,0.007964713498950005,0.07501854747533798,0.10173972696065903,-0.2752755880355835,0.16153675317764282,0.6048274040222168,0.07074756920337677,-0.7661927938461304,-0.9072851538658142,-0.642151415348053,-0.7359052300453186,-0.9056717157363892,0.0,-0.7582281231880188,-1.0,-0.5840434432029724
38,-120.0,15,-0.023531803861260414,0.08310213685035706,-0.2744397819042206,0.12095510214567184,0.003184366272762418,0.0038292286917567253,7.989609730429947e-05,0.011789930984377861,0.0006443023448809981,0.06599067151546478,0.07980173826217651,-0.15025895833969116,0.15355736017227173,0.0006443023448809981,0.06599067151546478,0.07980173826217651,-0.15025895833969116,0.15355736017227173,0.569053590297699,0.09920292347669601,-0.7974939942359924,-0.899467945098877,-0.7137978672981262,-0.7390202879905701,-0.8936861753463745,0.0,-0.7968496680259705,-1.0,-0.658349871635437
39,-139.0,9,-0.041590720415115356,0.09262263774871826,-0.13744649291038513,0.16953709721565247,0.005708395969122648,0.007575626485049725,0.0005940726841799915,0.023014679551124573,-0.03272309526801109,0.08718232065439224,0.10171525180339813,-0.21454453468322754,0.17605113983154297,-0.03272309526801109,0.08718232065439224,0.10171525180339813,-0.21454453468322754,0.17605113983154297,0.5372081995010376,0.12276487052440643,-0.7941068410873413,-0.8974884748458862,-0.6388593316078186,-0.6931808590888977,-0.8969922065734863,0.0,-0.8268299102783203,-1.0,-0.6896935701370239
40,-111.0,11,-0.031999941915273666,0.07675295323133469,-0.25340354442596436,0.034868497401475906,0.009835516102612019,0.013563092797994614,0.0003889517392963171,0.03460508957505226,-0.022970670834183693,0.10161107033491135,0.13835960626602173,-0.2630782723426819,0.2598085403442383,-0.022970670834183693,0.10161107033491135,0.13835960626602173,-0.2630782723426819,0.2598085403442383,0.5713069438934326,0.10501363128423691,-0.661763072013855,-0.8342639207839966,-0.593856155872345,-0.6018810272216797,-0.8324651718139648,0.0,-0.6847337484359741,-1.0,-0.5684746503829956
41,-108.0,11,-0.03999511897563934,0.1027660220861435,-0.2705569863319397,0.05585074424743652,0.009748951531946659,0.011374837718904018,0.00038162697455845773,0.030428191646933556,-0.009862520731985569,0.11068106442689896,0.13928616046905518,-0.23100101947784424,0.24669086933135986,-0.009862520731985569,0.11068106442689896,0.13928616046905518,-0.23100101947784424,0.24669086933135986,0.5626637935638428,0.10788879543542862,-0.676304042339325,-0.8144078254699707,-0.5845857262611389,-0.6061698198318481,-0.814797043800354,0.0,-0.686166524887085,-1.0,-0.559942364692688
42,-104.0,14,-0.014658374711871147,0.08843865245580673,-0.2848760783672333,0.12803758680820465,0.003752098185941577,0.006565121002495289,0.00032249328796751797,0.025485830381512642,0.012015734799206257,0.06601738184690475,0.08578938245773315,-0.22576904296875,0.1288154125213623,0.012015734799206257,0.06601738184690475,0.08578938245773315,-0.22576904296875,0.1288154125213623,0.5511959791183472,0.12342609465122223,-0.7542597055435181,-0.9306445121765137,-0.683312714099884,-0.6886166930198669,-0.7832385897636414,0.0,-0.7422439455986023,-1.0,-0.6230623126029968
43,-102.0,12,-0.03314264491200447,0.10198768973350525,-0.31694725155830383,0.06739910691976547,0.004999734926968813,0.008277207612991333,0.00012001707364106551,0.02815384417772293,0.011186391115188599,0.07296845316886902,0.09936968237161636,-0.23729240894317627,0.1747729778289795,0.011186391115188599,0.07296845316886902,0.09936968237161636,-0.23729240894317627,0.1747729778289795,0.4664797782897949,0.13122817873954773,-0.7620289325714111,-0.926966667175293,-0.716264009475708,-0.6864356398582458,-0.7754573822021484,0.0,-0.7508425712585449,-1.0,-0.6858547329902649
44,-116.0,10,-0.008420493453741074,0.028950998559594154,-0.0738699734210968,0.031147772446274757,0.003820735262706876,0.008155484683811665,3.174361381752533e-06,0.02802436612546444,-0.004858678672462702,0.06090626120567322,0.08728037029504776,-0.23674613237380981,0.09448319673538208,-0.004858678672462702,0.06090626120567322,0.08728037029504776,-0.23674613237380981,0.09448319673538208,0.4778549075126648,0.17384827136993408,-0.7866100072860718,-0.9094023108482361,-0.7285209894180298,-0.6963595151901245,-0.8413653373718262,0.0,-0.7914686799049377,-1.0,-0.6995605230331421
45,-102.0,16,-0.014604137279093266,0.07922573387622833,-0.2216746211051941,0.15351831912994385,0.0074985455721616745,0.008833308704197407,0.0003119765897281468,0.02635987475514412,0.0021445639431476593,0.09566570818424225,0.12244383245706558,-0.22960782051086426,0.20195424556732178,0.0021445639431476593,0.09566570818424225,0.12244383245706558,-0.22960782051086426,0.20195424556732178,0.5271128416061401,0.11573784053325653,-0.6884492635726929,-0.8476377129554749,-0.5374171137809753,-0.6418089270591736,-0.8465750813484192,0.0,-0.6863046884536743,-1.0,-0.5144727230072021
46,-95.0,31,-0.006113395560532808,0.05758202075958252,-0.2437303364276886,0.12425493448972702,0.003263625781983137,0.00598636781796813,0.0004538949579000473,0.02956685982644558,0.01340068131685257,0.06195046752691269,0.07967228442430496,-0.2431742548942566,0.15577107667922974,0.01340068131685257,0.06195046752691269,0.07967228442430496,-0.2431742548942566,0.15577107667922974,0.5305278897285461,0.1090405136346817,-0.7096816301345825,-0.7749539017677307,-0.6650350093841553,-0.686222493648529,-0.7748790383338928,0.0,-0.6962809562683105,-1.0,-0.6157868504524231
47,-118.0,11,-0.039268895983695984,0.11459214240312576,-0.3725762665271759,0.06478264927864075,0.005150281358510256,0.008880048990249634,0.00017094917711801827,0.030280040577054024,-0.008321062661707401,0.07479263097047806,0.10114999860525131,-0.24608957767486572,0.1680505871772766,-0.008321062661707401,0.07479263097047806,0.10114999860525131,-0.24608957767486572,0.1680505871772766,0.45567741990089417,0.18041443824768066,-0.6982536315917969,-0.8933795690536499,-0.618488073348999,-0.6178370118141174,-0.7582718729972839,0.0,-0.7065746784210205,-1.0,-0.5910840034484863
48,-108.0,15,-0.003475665347650647,0.04027077183127403,-0.07125683128833771,0.08440273255109787,0.0057213688269257545,0.008799937553703785,0.00044819313916377723,0.03183478116989136,0.005261707119643688,0.08228538185358047,0.10684125125408173,-0.2523282766342163,0.19076836109161377,0.005261707119643688,0.08228538185358047,0.10684125125408173,-0.2523282766342163,0.19076836109161377,0.4822036921977997,0.1804133504629135,-0.6846413016319275,-0.8903197050094604,-0.6098153591156006,-0.6261644959449768,-0.7563831806182861,0.0,-0.6793795824050903,-1.0,-0.5836077928543091
