episode,total_reward,episode_steps,actor_loss_mean,actor_loss_std,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_std,critic_loss_min,critic_loss_max,td_error_mean,td_error_abs_mean,td_error_std,td_error_min,td_error_max,advantage_mean,advantage_abs_mean,advantage_std,advantage_min,advantage_max,entropy_mean_mean,entropy_mean_std,value_mean,value_min,value_max,next_value_mean,next_value_min,next_value_max,target_mean,target_min,target_max
49,-104.0,10,-0.018316218629479408,0.04469672217965126,-0.13811922073364258,0.019596686586737633,0.0045457989908754826,0.008978292346000671,0.00044413184514269233,0.030935337767004967,-0.01149565540254116,0.06881581246852875,0.09465435892343521,-0.24873816967010498,0.10740512609481812,-0.01149565540254116,0.06881581246852875,0.09465435892343521,-0.24873816967010498,0.10740512609481812,0.38468629121780396,0.14660736918449402,-0.6793424487113953,-0.751261830329895,-0.6577780842781067,-0.6049876809120178,-0.7512203454971313,0.0,-0.690838098526001,-1.0,-0.630321741104126
50,-109.0,10,-0.01680690608918667,0.03995407745242119,-0.11107387393712997,0.027118323370814323,0.004974426236003637,0.008508961647748947,0.00044085682020522654,0.02906123176217079,-0.01589369773864746,0.0755992904305458,0.09846950322389603,-0.24108600616455078,0.14068996906280518,-0.01589369773864746,0.0755992904305458,0.09846950322389603,-0.24108600616455078,0.14068996906280518,0.4227129817008972,0.19164630770683289,-0.6724274754524231,-0.7589139938354492,-0.6330002546310425,-0.5972382426261902,-0.7585012912750244,0.0,-0.6883211731910706,-1.0,-0.5958454608917236
51,-101.0,22,-0.02781572751700878,0.09599561244249344,-0.38240283727645874,0.08353260159492493,0.0033360535744577646,0.006200331728905439,9.075248817680404e-05,0.028257399797439575,0.007720497436821461,0.06108475849032402,0.08131729066371918,-0.23772841691970825,0.13617366552352905,0.007720497436821461,0.06108475849032402,0.08131729066371918,-0.23772841691970825,0.13617366552352905,0.485582172870636,0.10306033492088318,-0.6900638341903687,-0.7693040370941162,-0.6540339589118958,-0.6561177372932434,-0.7689557671546936,0.0,-0.6823433041572571,-1.0,-0.6038018465042114
52,-114.0,10,-0.002350226044654846,0.0799701064825058,-0.15502284467220306,0.19220104813575745,0.0045659407041966915,0.008090989664196968,0.0001562151446705684,0.026685500517487526,-0.007451081182807684,0.06815335899591446,0.09526994824409485,-0.23102164268493652,0.1506468653678894,-0.007451081182807684,0.06815335899591446,0.09526994824409485,-0.23102164268493652,0.1506468653678894,0.40632057189941406,0.11996972560882568,-0.7098817825317383,-0.8868858218193054,-0.653123140335083,-0.6219925880432129,-0.7686797976493835,0.0,-0.7173328399658203,-1.0,-0.6247420310974121
53,-103.0,11,-0.01956726796925068,0.05449075251817703,-0.18297035992145538,0.025100762024521828,0.004090329632163048,0.007213851436972618,1.768903894117102e-05,0.024932412430644035,-0.005670076236128807,0.06501522660255432,0.09026909619569778,-0.22330433130264282,0.1396579146385193,-0.005670076236128807,0.06501522660255432,0.09026909619569778,-0.22330433130264282,0.1396579146385193,0.39485013484954834,0.11114956438541412,-0.6889769434928894,-0.7766956686973572,-0.6482994556427002,-0.6195985674858093,-0.776392936706543,0.0,-0.6946470141410828,-1.0,-0.6200682520866394
54,-98.0,16,-0.03490717336535454,0.10403359681367874,-0.38615769147872925,0.030335482209920883,0.004427653271704912,0.006902954075485468,0.0004299693100620061,0.025784622877836227,0.005451638251543045,0.07131439447402954,0.09394459426403046,-0.22708863019943237,0.16699784994125366,0.005451638251543045,0.07131439447402954,0.09394459426403046,-0.22708863019943237,0.16699784994125366,0.39631617069244385,0.12628813087940216,-0.676914393901825,-0.7822591066360474,-0.6433843374252319,-0.6290853023529053,-0.7818119525909424,0.0,-0.6714627742767334,-1.0,-0.6148327589035034
55,-108.0,11,-0.01321823988109827,0.06441497802734375,-0.1883053183555603,0.06843087077140808,0.006000088527798653,0.009499043226242065,7.364826888078824e-05,0.026205958798527718,0.0003243793034926057,0.08091986924409866,0.10954483598470688,-0.22893649339675903,0.22593116760253906,0.0003243793034926057,0.08091986924409866,0.10954483598470688,-0.22893649339675903,0.22593116760253906,0.40991461277008057,0.17358826100826263,-0.6988462209701538,-0.8825914859771729,-0.6480137705802917,-0.6189072132110596,-0.7713115215301514,0.0,-0.6985218524932861,-1.0,-0.5893188118934631
56,-104.0,10,-0.059219181537628174,0.13254155218601227,-0.4166278541088104,0.021474065259099007,0.004708132706582546,0.007606331259012222,0.0004358446749392897,0.025645989924669266,-0.009126752614974976,0.07323623448610306,0.09660729020833969,-0.22647732496261597,0.14204168319702148,-0.009126752614974976,0.07323623448610306,0.09660729020833969,-0.22647732496261597,0.14204168319702148,0.3112458884716034,0.13435889780521393,-0.6804862022399902,-0.773522675037384,-0.6503370404243469,-0.6037246584892273,-0.7733955383300781,0.0,-0.6896129846572876,-1.0,-0.6212894320487976
57,-119.0,27,-0.0032247276976704597,0.06619714200496674,-0.15400156378746033,0.24503454566001892,0.005021023564040661,0.008517356589436531,0.0004183312994427979,0.030925169587135315,0.006310462951660156,0.07401923090219498,0.10001112520694733,-0.24869728088378906,0.24260449409484863,0.006310462951660156,0.07401923090219498,0.10001112520694733,-0.24869728088378906,0.24260449409484863,0.4707965552806854,0.18017974495887756,-0.6685261130332947,-0.8676620125770569,-0.6120381355285645,-0.6372593641281128,-0.8412749767303467,0.0,-0.6622157096862793,-1.0,-0.5720962882041931
58,-119.0,10,-0.017536744475364685,0.0527266189455986,-0.15760213136672974,0.0564492903649807,0.004056877456605434,0.008238774724304676,1.390532634104602e-05,0.028520090505480766,-0.02548409067094326,0.06445525586605072,0.08639627695083618,-0.23883086442947388,0.07176005840301514,-0.02548409067094326,0.06445525586605072,0.08639627695083618,-0.23883086442947388,0.07176005840301514,0.3324354290962219,0.20603367686271667,-0.6754578351974487,-0.7611691355705261,-0.6454622149467468,-0.5999401211738586,-0.7605219483375549,0.0,-0.7009419798851013,-1.0,-0.5999966859817505
59,-106.0,27,-0.0037853603716939688,0.03155357763171196,-0.05836990475654602,0.0775064006447792,0.00532952044159174,0.008680797182023525,0.0004144165141042322,0.034135691821575165,0.007836622186005116,0.07669102400541306,0.10294477641582489,-0.2612879276275635,0.22870546579360962,0.007836622186005116,0.07669102400541306,0.10294477641582489,-0.2612879276275635,0.22870546579360962,0.46865591406822205,0.18523867428302765,-0.682157039642334,-0.8428841829299927,-0.6176236867904663,-0.6547022461891174,-0.8411813974380493,0.0,-0.6743204593658447,-1.0,-0.5896610021591187
60,-100.0,26,-0.024499408900737762,0.10549666732549667,-0.547890305519104,0.016376402229070663,0.0028072858694940805,0.007721030618995428,0.00031897134613245726,0.0404028482735157,0.008559444919228554,0.05307164415717125,0.07443995773792267,-0.2842634320259094,0.12790709733963013,0.008559444919228554,0.05307164415717125,0.07443995773792267,-0.2842634320259094,0.12790709733963013,0.3959781229496002,0.14552143216133118,-0.6736310720443726,-0.7409482598304749,-0.60693359375,-0.645989716053009,-0.7409482598304749,0.0,-0.6650716066360474,-1.0,-0.5817193984985352
61,-103.0,17,-0.03539790213108063,0.14095401763916016,-0.5778670310974121,0.07384449243545532,0.005288537126034498,0.007873156107962132,0.00029932119650766253,0.027356671169400215,0.0012827726313844323,0.07963455468416214,0.10283689945936203,-0.23390883207321167,0.1489609181880951,0.0012827726313844323,0.07963455468416214,0.10283689945936203,-0.23390883207321167,0.1489609181880951,0.43379658460617065,0.1744401752948761,-0.6279101371765137,-0.7751026153564453,-0.4793350100517273,-0.5835453867912292,-0.7660292387008667,0.0,-0.6266273260116577,-1.0,-0.45777228474617004
62,-111.0,15,-0.003068292047828436,0.05451146885752678,-0.1529609113931656,0.10217101126909256,0.004874731879681349,0.009071875363588333,0.0004079605860169977,0.036951128393411636,-0.004553552251309156,0.07560679316520691,0.09863431751728058,-0.27184969186782837,0.1488063931465149,-0.004553552251309156,0.07560679316520691,0.09863431751728058,-0.27184969186782837,0.1488063931465149,0.409225732088089,0.22592714428901672,-0.6528400778770447,-0.7807796597480774,-0.618549644947052,-0.6014367938041687,-0.7788562774658203,0.0,-0.6573936939239502,-1.0,-0.5595430731773376
63,-102.0,16,-0.0073422216810286045,0.01759757474064827,-0.046059612184762955,0.015232513658702374,0.0040910253301262856,0.008749297820031643,0.00040888390503823757,0.036317843943834305,-0.0007222183048725128,0.06530052423477173,0.09045180678367615,-0.26951009035110474,0.14627236127853394,-0.0007222183048725128,0.06530052423477173,0.09045180678367615,-0.26951009035110474,0.14627236127853394,0.317602276802063,0.18679361045360565,-0.6478455066680908,-0.73646080493927,-0.6168960928916931,-0.6029048562049866,-0.735767126083374,0.0,-0.648567795753479,-1.0,-0.5901884436607361
64,-118.0,11,-0.01689925044775009,0.05006789416074753,-0.1599641889333725,0.04589960351586342,0.0037689299788326025,0.00896201841533184,2.2675878426525742e-05,0.031975120306015015,-0.02233821153640747,0.057990316301584244,0.08389794081449509,-0.2528838515281677,0.06949245929718018,-0.02233821153640747,0.057990316301584244,0.08389794081449509,-0.2528838515281677,0.06949245929718018,0.3337557911872864,0.1958303451538086,-0.6700732111930847,-0.7471161484718323,-0.6236488819122314,-0.6032357811927795,-0.7462294697761536,0.0,-0.692411482334137,-1.0,-0.579513669013977
65,-105.0,10,-0.008955230005085468,0.026917342096567154,-0.05247383564710617,0.03949020802974701,0.004393385723233223,0.0060836514458060265,0.0004218575486447662,0.02009969763457775,-0.011938470415771008,0.07485689222812653,0.09297443181276321,-0.20049786567687988,0.13137757778167725,-0.011938470415771008,0.07485689222812653,0.09297443181276321,-0.20049786567687988,0.13137757778167725,0.3569207191467285,0.25408703088760376,-0.6650587320327759,-0.7995021343231201,-0.632885754108429,-0.5896878242492676,-0.7987189292907715,0.0,-0.676997184753418,-1.0,-0.5764528512954712
66,-97.0,22,-0.007938199676573277,0.04135071486234665,-0.17695900797843933,0.0481017641723156,0.004116763826459646,0.007348783314228058,2.263174428662751e-05,0.032567042857408524,0.011482805013656616,0.06794760376214981,0.09000929445028305,-0.25521379709243774,0.16629022359848022,0.011482805013656616,0.06794760376214981,0.09000929445028305,-0.25521379709243774,0.16629022359848022,0.3644348382949829,0.14444291591644287,-0.6828070282936096,-0.8034986853599548,-0.6342496275901794,-0.6466323137283325,-0.766940176486969,0.0,-0.6713243126869202,-1.0,-0.5836965441703796
67,-114.0,22,-0.02260028012096882,0.05843273177742958,-0.19708377122879028,0.04292041063308716,0.0037947597447782755,0.006244094576686621,6.131624104455113e-06,0.02800081856548786,0.0009330700850114226,0.06823001056909561,0.08711285144090652,-0.2366466522216797,0.16494911909103394,0.0009330700850114226,0.06823001056909561,0.08711285144090652,-0.2366466522216797,0.16494911909103394,0.39651528000831604,0.1819305568933487,-0.673166811466217,-0.7933365106582642,-0.6274155378341675,-0.6396036148071289,-0.7929791212081909,0.0,-0.6722337007522583,-1.0,-0.5871846079826355
68,-107.0,20,-0.02800007164478302,0.08583436161279678,-0.2712937295436859,0.06181294098496437,0.005273803137242794,0.007575337775051594,0.000394894159398973,0.03299066424369812,0.002500080969184637,0.08348044008016586,0.10267110168933868,-0.25686830282211304,0.17323487997055054,0.002500080969184637,0.08348044008016586,0.10267110168933868,-0.25686830282211304,0.17323487997055054,0.43238869309425354,0.2130500078201294,-0.6531814336776733,-0.7666686773300171,-0.6017575860023499,-0.6156508922576904,-0.7659664154052734,0.0,-0.6506814360618591,-1.0,-0.5468151569366455
69,-99.0,12,-0.06855655461549759,0.1795639842748642,-0.6209976077079773,0.02768753282725811,0.00484420545399189,0.010550307109951973,4.7020144847920164e-05,0.038174308836460114,-0.0026795912999659777,0.06420127302408218,0.09839323908090591,-0.27631253004074097,0.15226620435714722,-0.0026795912999659777,0.06420127302408218,0.09839323908090591,-0.27631253004074097,0.15226620435714722,0.2751709520816803,0.17633593082427979,-0.6646696329116821,-0.7466806173324585,-0.6125239729881287,-0.6029372811317444,-0.7236574292182922,0.0,-0.6673492789268494,-1.0,-0.5834549069404602
70,-107.0,28,-0.025579316541552544,0.08394566178321838,-0.3162868022918701,0.04385679215192795,0.004584989044815302,0.00881230179220438,0.0003970210091210902,0.04227229580283165,0.006485362071543932,0.07040005922317505,0.09554015100002289,-0.29076552391052246,0.16516530513763428,0.006485362071543932,0.07040005922317505,0.09554015100002289,-0.29076552391052246,0.16516530513763428,0.29560238122940063,0.16224689781665802,-0.6483396887779236,-0.7533761858940125,-0.605211079120636,-0.6223092675209045,-0.7323287725448608,0.0,-0.6418543457984924,-1.0,-0.5477194786071777
71,-111.0,20,-0.008285308256745338,0.020684951916337013,-0.055081382393836975,0.024305207654833794,0.0041635120287537575,0.009546404704451561,0.0004036475147586316,0.043734267354011536,-0.0025394917465746403,0.06584431231021881,0.09121719002723694,-0.29575079679489136,0.15573573112487793,-0.0025394917465746403,0.06584431231021881,0.09121719002723694,-0.29575079679489136,0.15573573112487793,0.4005671441555023,0.23203009366989136,-0.6284748315811157,-0.7439649701118469,-0.5924816131591797,-0.5933136940002441,-0.7430596351623535,0.0,-0.6310142278671265,-1.0,-0.5570680499076843
72,-113.0,26,-0.03024868108332157,0.11972338706254959,-0.5969868898391724,0.03661289066076279,0.003438869956880808,0.007892166264355183,9.617771138437092e-05,0.040908437222242355,0.0018385762814432383,0.062072161585092545,0.08291175216436386,-0.28603649139404297,0.1507481336593628,0.0018385762814432383,0.062072161585092545,0.08291175216436386,-0.28603649139404297,0.1507481336593628,0.39754951000213623,0.21696284413337708,-0.6410152912139893,-0.7352451682090759,-0.6121855974197388,-0.6141393184661865,-0.7342327237129211,0.0,-0.6391767263412476,-1.0,-0.5547589063644409
73,-110.0,22,-0.013006746768951416,0.04396641626954079,-0.19153444468975067,0.038533441722393036,0.0038557627703994513,0.009188503958284855,7.284145340236137e-06,0.044807787984609604,0.0006563555216416717,0.06430389732122421,0.08781284838914871,-0.299358606338501,0.12579840421676636,0.0006563555216416717,0.06430389732122421,0.08781284838914871,-0.299358606338501,0.12579840421676636,0.3306838870048523,0.2228197157382965,-0.641305685043335,-0.7307488322257996,-0.604058563709259,-0.6089168190956116,-0.7283737063407898,0.0,-0.6406492590904236,-1.0,-0.5556380152702332
74,-100.0,11,-0.012287181802093983,0.040390219539403915,-0.1360267549753189,0.023501187562942505,0.007680958136916161,0.012722034007310867,0.00029681227169930935,0.043711986392736435,-0.0123196542263031,0.0905904471874237,0.12332940846681595,-0.29567545652389526,0.14087143540382385,-0.0123196542263031,0.0905904471874237,0.12332940846681595,-0.29567545652389526,0.14087143540382385,0.27392613887786865,0.19403143227100372,-0.5830034613609314,-0.7043245434761047,-0.4757593274116516,-0.5200143456459045,-0.7042466402053833,0.0,-0.5953229665756226,-1.0,-0.4544502794742584
75,-111.0,15,-0.010645957663655281,0.018760517239570618,-0.05056530609726906,0.004554790444672108,0.003731460776180029,0.009480348788201809,0.00038854122976772487,0.038746610283851624,-0.009613573551177979,0.058812256902456284,0.08585162460803986,-0.278376042842865,0.10379743576049805,-0.009613573551177979,0.058812256902456284,0.08585162460803986,-0.278376042842865,0.10379743576049805,0.26225605607032776,0.22387872636318207,-0.6239715218544006,-0.721623957157135,-0.5936487913131714,-0.5768917798995972,-0.720851480960846,0.0,-0.6335849761962891,-1.0,-0.5679975748062134
76,-68.0,33,-0.0004167317529208958,0.015930108726024628,-0.05317605286836624,0.03837667405605316,0.003925353288650513,0.00872374139726162,0.00038225133903324604,0.04983179271221161,0.01854635775089264,0.06604766845703125,0.08664143830537796,-0.3156954050064087,0.15232974290847778,0.01854635775089264,0.06604766845703125,0.08664143830537796,-0.3156954050064087,0.15232974290847778,0.3551100492477417,0.17733725905418396,-0.6378667950630188,-0.7547584772109985,-0.5844357013702393,-0.6172313094139099,-0.7537815570831299,0.0,-0.6193203926086426,-1.0,-0.5403914451599121
77,-60.0,50,-0.0030826705042272806,0.02171967923641205,-0.13341489434242249,0.02347332239151001,0.003297845833003521,0.010440129786729813,0.00032411504071205854,0.07439559698104858,0.01781069114804268,0.05755846947431564,0.07923679798841476,-0.3857346177101135,0.13193947076797485,0.01781069114804268,0.05755846947431564,0.07923679798841476,-0.3857346177101135,0.13193947076797485,0.3305617868900299,0.1622137576341629,-0.590740978717804,-0.6989286541938782,-0.5120904445648193,-0.578278660774231,-0.6988169550895691,0.0,-0.5729303359985352,-1.0,-0.4898860454559326
78,-101.0,10,-0.01495110522955656,0.041449133306741714,-0.1360713094472885,0.0116786640137434,0.008462021127343178,0.02062743715941906,0.0003248195571359247,0.07009667903184891,-0.025071481242775917,0.08061136305332184,0.12765370309352875,-0.3744240403175354,0.11123979091644287,-0.025071481242775917,0.08061136305332184,0.12765370309352875,-0.3744240403175354,0.11123979091644287,0.19267453253269196,0.19861853122711182,-0.5411583185195923,-0.6255759596824646,-0.5139685869216919,-0.4796183109283447,-0.6248918771743774,0.0,-0.5662297606468201,-1.0,-0.48392292857170105
79,-93.0,26,-0.003542559687048197,0.013086698949337006,-0.05962859094142914,0.007658005226403475,0.004076335579156876,0.012783332727849483,2.8394715627655387e-06,0.06694026291370392,0.003950809128582478,0.05793111026287079,0.09020566940307617,-0.36589688062667847,0.14713239669799805,0.003950809128582478,0.05793111026287079,0.09020566940307617,-0.36589688062667847,0.14713239669799805,0.2922876477241516,0.16586516797542572,-0.5562557578086853,-0.645145833492279,-0.44492655992507935,-0.5325110554695129,-0.6432480216026306,0.0,-0.5523049235343933,-1.0,-0.49424847960472107
80,-100.0,15,-0.011701458133757114,0.02645002119243145,-0.0896371528506279,0.008315695449709892,0.0054106214083731174,0.014874925836920738,0.00034132046857848763,0.060555897653102875,-0.01683155447244644,0.06524475663900375,0.10265447944402695,-0.34801119565963745,0.12463247776031494,-0.01683155447244644,0.06524475663900375,0.10265447944402695,-0.34801119565963745,0.12463247776031494,0.30539223551750183,0.22874440252780914,-0.54619961977005,-0.6519888043403625,-0.5079323053359985,-0.5117159485816956,-0.651646614074707,0.0,-0.5630311369895935,-1.0,-0.4835026264190674
81,-84.0,21,-0.009560641832649708,0.044724613428115845,-0.20554445683956146,0.015581466257572174,0.005941779352724552,0.013097228482365608,0.0002772290608845651,0.06126413121819496,0.005913182161748409,0.07671081274747849,0.10885123163461685,-0.35004037618637085,0.1607080101966858,0.005913182161748409,0.07671081274747849,0.10885123163461685,-0.35004037618637085,0.1607080101966858,0.3314904570579529,0.17230620980262756,-0.5454108119010925,-0.6644231677055359,-0.4484659731388092,-0.5149460434913635,-0.6642569303512573,0.0,-0.5394976735115051,-1.0,-0.4280186891555786
82,-95.0,16,-0.012691299431025982,0.04459546133875847,-0.18236349523067474,0.00957266241312027,0.007447484415024519,0.01515254471451044,0.0002787841949611902,0.06368587911128998,-0.003883201628923416,0.08841940760612488,0.12198315560817719,-0.35689181089401245,0.16739928722381592,-0.003883201628923416,0.08841940760612488,0.12198315560817719,-0.35689181089401245,0.16739928722381592,0.25636208057403564,0.13493973016738892,-0.5498372316360474,-0.6580685973167419,-0.4513867199420929,-0.5096344351768494,-0.6578382849693298,0.0,-0.5537204742431641,-1.0,-0.4301507771015167
83,-111.0,20,-0.010597852990031242,0.040919482707977295,-0.14263953268527985,0.07491424679756165,0.0048281727358698845,0.013388602994382381,0.00014810140419285744,0.06155228987336159,-0.007576693780720234,0.0637301579117775,0.09797417372465134,-0.35086262226104736,0.16930171847343445,-0.007576693780720234,0.0637301579117775,0.09797417372465134,-0.35086262226104736,0.16930171847343445,0.34239426255226135,0.19965317845344543,-0.5546094179153442,-0.6551890969276428,-0.510999321937561,-0.5223568081855774,-0.6537056565284729,0.0,-0.5621861219406128,-1.0,-0.46479204297065735
84,-102.0,12,-0.0173103678971529,0.04920680820941925,-0.17861685156822205,0.0037619874347001314,0.005810079630464315,0.01483839750289917,0.00016012480773497373,0.05470564216375351,-0.01931120455265045,0.0671670064330101,0.10605299472808838,-0.3307737708091736,0.08252668380737305,-0.01931120455265045,0.0671670064330101,0.10605299472808838,-0.3307737708091736,0.08252668380737305,0.21209977567195892,0.1233406588435173,-0.569100022315979,-0.6692262291908264,-0.5327327847480774,-0.5189805626869202,-0.6684277057647705,0.0,-0.5884112119674683,-1.0,-0.5075870156288147
85,-108.0,11,-0.04000424966216087,0.08461205661296844,-0.2300834208726883,0.010591665282845497,0.011296836659312248,0.014445646665990353,0.0002991294604726136,0.05159644037485123,-0.021700996905565262,0.12053006142377853,0.14873714745044708,-0.3212364912033081,0.17265784740447998,-0.021700996905565262,0.12053006142377853,0.14873714745044708,-0.3212364912033081,0.17265784740447998,0.27733781933784485,0.18167853355407715,-0.5564544200897217,-0.6787635087966919,-0.4800001084804535,-0.49481821060180664,-0.6785134077072144,0.0,-0.5781554579734802,-1.0,-0.4575195908546448
86,-97.0,31,-0.008864037692546844,0.023102881386876106,-0.07173459231853485,0.01579785905778408,0.0034919672179967165,0.0099569046869874,0.00020950482576154172,0.056232623755931854,0.007424710318446159,0.05792461335659027,0.08323945850133896,-0.3353583812713623,0.15096211433410645,0.007424710318446159,0.05792461335659027,0.08323945850133896,-0.3353583812713623,0.15096211433410645,0.3126120865345001,0.16531668603420258,-0.5887724757194519,-0.6891251802444458,-0.5361310839653015,-0.5670695304870605,-0.6889446973800659,0.0,-0.5813478231430054,-1.0,-0.5065368413925171
87,-48.0,68,-0.0036524077877402306,0.0187983401119709,-0.13052967190742493,0.023184871301054955,0.0026333678979426622,0.010892173275351524,0.00013878334721084684,0.09052567183971405,0.018271470442414284,0.048566605895757675,0.07023452967405319,-0.42550128698349,0.11900120973587036,0.018271470442414284,0.048566605895757675,0.07023452967405319,-0.42550128698349,0.11900120973587036,0.2754952311515808,0.08683016151189804,-0.5682445764541626,-0.6769470572471619,-0.4680261015892029,-0.5597055554389954,-0.6759670376777649,0.0,-0.54997318983078,-1.0,-0.44757136702537537
88,-98.0,21,-0.015760818496346474,0.05123965069651604,-0.22939248383045197,0.01898592710494995,0.005049456376582384,0.01760171912610531,9.57035899773473e-06,0.08350709825754166,-0.005547680892050266,0.05687333270907402,0.1003401055932045,-0.4086737036705017,0.08263289928436279,-0.005547680892050266,0.05687333270907402,0.1003401055932045,-0.4086737036705017,0.08263289928436279,0.28106483817100525,0.13805538415908813,-0.4990861117839813,-0.5913262963294983,-0.47613587975502014,-0.47213101387023926,-0.5910838842391968,0.0,-0.5046337842941284,-1.0,-0.4332045316696167
89,-83.0,34,-0.008588865399360657,0.027531171217560768,-0.11407843232154846,0.019435621798038483,0.004221239127218723,0.014801206067204475,1.4507359992421698e-05,0.08827967941761017,0.007284399121999741,0.05779288709163666,0.09159374982118607,-0.42018967866897583,0.1338673233985901,0.007284399121999741,0.05779288709163666,0.09159374982118607,-0.42018967866897583,0.1338673233985901,0.29364633560180664,0.14378441870212555,-0.5096406936645508,-0.6104459166526794,-0.4559084177017212,-0.49272626638412476,-0.6101117730140686,0.0,-0.502356231212616,-1.0,-0.4160093069076538
90,-68.0,31,-0.009017784148454666,0.04754820466041565,-0.2656146287918091,0.013766620308160782,0.005022290162742138,0.017548179253935814,3.507072108277498e-07,0.09989321231842041,0.01003880612552166,0.05930354818701744,0.0997186154127121,-0.4469747543334961,0.14352107048034668,0.01003880612552166,0.05930354818701744,0.0997186154127121,-0.4469747543334961,0.14352107048034668,0.2908379137516022,0.12508757412433624,-0.49250346422195435,-0.5916840434074402,-0.4390869438648224,-0.4747723340988159,-0.5911753177642822,0.0,-0.48246467113494873,-1.0,-0.38759398460388184
91,-110.0,11,-0.005666828248649836,0.030468564480543137,-0.07432340830564499,0.0607650950551033,0.008871919475495815,0.026023471727967262,1.244148279511137e-05,0.09108579158782959,-0.035809148102998734,0.0647425428032875,0.12830254435539246,-0.42681562900543213,0.024003028869628906,-0.035809148102998734,0.0647425428032875,0.12830254435539246,-0.42681562900543213,0.024003028869628906,0.19571365416049957,0.12469124048948288,-0.4913811981678009,-0.5731843709945679,-0.4528314173221588,-0.44040241837501526,-0.5720500946044922,0.0,-0.5271903276443481,-1.0,-0.4312133491039276
92,-100.0,11,-0.027353065088391304,0.07724703103303909,-0.26912030577659607,0.010557260364294052,0.01026882603764534,0.022828800603747368,0.00015066051855683327,0.08119188994169235,-0.024890799075365067,0.0921514481306076,0.14113149046897888,-0.40296870470046997,0.16551852226257324,-0.024890799075365067,0.0921514481306076,0.14113149046897888,-0.40296870470046997,0.16551852226257324,0.2507834732532501,0.10417304188013077,-0.4850788414478302,-0.59703129529953,-0.4369640648365021,-0.4320211410522461,-0.5959112644195557,0.0,-0.5099696516990662,-1.0,-0.39985066652297974
93,-69.0,49,-0.010568267665803432,0.0472944937646389,-0.2917160391807556,0.014166908338665962,0.003484132932499051,0.012908197939395905,7.260049983415229e-08,0.08987115323543549,0.012104889377951622,0.05157622694969177,0.08259381353855133,-0.42396026849746704,0.20096835494041443,0.012104889377951622,0.05157622694969177,0.08259381353855133,-0.42396026849746704,0.20096835494041443,0.2674633264541626,0.07013367116451263,-0.5064287185668945,-0.6259853839874268,-0.4477648437023163,-0.49509504437446594,-0.6247860789299011,0.0,-0.49432384967803955,-1.0,-0.41917020082473755
94,-82.0,33,-0.00762197095900774,0.02216702699661255,-0.09274852275848389,0.0007168741431087255,0.0055658258497715,0.028028016909956932,2.76344708254328e-05,0.16403956711292267,0.0007904424564912915,0.04646629840135574,0.10550367087125778,-0.5727819204330444,0.09683981537818909,0.0007904424564912915,0.04646629840135574,0.10550367087125778,-0.5727819204330444,0.09683981537818909,0.23735135793685913,0.11101306974887848,-0.4385819435119629,-0.508576512336731,-0.4004119336605072,-0.4257144331932068,-0.508576512336731,0.0,-0.43779152631759644,-1.0,-0.3808603584766388
95,-77.0,44,-0.008137021213769913,0.024776576086878777,-0.10056514292955399,0.011338887736201286,0.0034565723035484552,0.014972572214901447,7.113506853784202e-06,0.09976249933242798,0.005008190870285034,0.045959971845149994,0.08299434930086136,-0.4466822147369385,0.1936526894569397,0.005008190870285034,0.045959971845149994,0.08299434930086136,-0.4466822147369385,0.1936526894569397,0.26208874583244324,0.10385720431804657,-0.4523144066333771,-0.5964874029159546,-0.39750680327415466,-0.4430992007255554,-0.5957021117210388,0.0,-0.44730624556541443,-1.0,-0.360653281211853
96,-101.0,10,-0.03998773545026779,0.11521922796964645,-0.3839450478553772,0.013439040631055832,0.012597993016242981,0.026733534410595894,0.0002297773608006537,0.09172298014163971,-0.03314068913459778,0.10428836196660995,0.15523427724838257,-0.4283059239387512,0.15448379516601562,-0.03314068913459778,0.10428836196660995,0.15523427724838257,-0.4283059239387512,0.15448379516601562,0.19547191262245178,0.1294604241847992,-0.44932255148887634,-0.5716940760612488,-0.38091564178466797,-0.39326104521751404,-0.5703469514846802,0.0,-0.4824632704257965,-1.0,-0.3298494219779968
97,-62.0,56,-0.004854773171246052,0.06459090858697891,-0.39309626817703247,0.26054084300994873,0.0050313035026192665,0.023382853716611862,7.221490250231e-08,0.17641600966453552,0.011943220160901546,0.055368464440107346,0.09959904104471207,-0.5939966440200806,0.20213910937309265,0.011943220160901546,0.055368464440107346,0.09959904104471207,-0.5939966440200806,0.20213910937309265,0.25223392248153687,0.08517549186944962,-0.4578153192996979,-0.6034327745437622,-0.37221428751945496,-0.4482480585575104,-0.602146327495575,0.0,-0.44587206840515137,-1.0,-0.3258879780769348
98,-94.0,31,-0.017057493329048157,0.05389058589935303,-0.2815569043159485,0.006150859408080578,0.0048568290658295155,0.01951899752020836,7.874073162383866e-07,0.11104428768157959,-0.005318944342434406,0.052831366658210754,0.09841426461935043,-0.47126275300979614,0.12168890237808228,-0.005318944342434406,0.052831366658210754,0.09841426461935043,-0.47126275300979614,0.12168890237808228,0.23714034259319305,0.10021733492612839,-0.4157457947731018,-0.5427455902099609,-0.35864654183387756,-0.4028269648551941,-0.5427665114402771,0.0,-0.42106473445892334,-1.0,-0.3278121054172516
